latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight,regiao
-13.37606,-45.32422,306.48,0.39,0.36,2026-04-23,429,N,nominal,2.0NRT,290.44,1.23,N,Nordeste
-3.58012,-38.86013,304.39,0.41,0.45,2026-04-23,425,N,nominal,2.0NRT,290.75,1.44,N,Nordeste
-13.37662,-45.32059,307.22,0.39,0.36,2026-04-23,429,N,nominal,2.0NRT,289.65,1.43,N,Nordeste
-13.37998,-45.32113,321.02,0.39,0.36,2026-04-23,429,N,nominal,2.0NRT,290.73,1.43,N,Nordeste
-3.58068,-38.85645,309.16,0.41,0.45,2026-04-23,425,N,nominal,2.0NRT,291.44,1.08,N,Nordeste
-13.37887,-45.32839,306.62,0.39,0.36,2026-04-23,429,N,nominal,2.0NRT,290.63,1.23,N,Nordeste
-13.37942,-45.32476,310.22,0.39,0.36,2026-04-23,429,N,nominal,2.0NRT,290.9,1.23,N,Nordeste
-3.58836,-38.86142,304.53,0.41,0.45,2026-04-23,425,N,nominal,2.0NRT,290.9,1.19,N,Nordeste
-13.38333,-45.32167,329.31,0.39,0.36,2026-04-23,429,N,nominal,2.0NRT,292.02,1.54,N,Nordeste
-13.38222,-45.32892,306.54,0.39,0.36,2026-04-23,429,N,nominal,2.0NRT,290.78,1.04,N,Nordeste
-3.58892,-38.85774,303.94,0.41,0.45,2026-04-23,425,N,nominal,2.0NRT,291.0,1.37,N,Nordeste
-13.38278,-45.3253,311.52,0.39,0.36,2026-04-23,429,N,nominal,2.0NRT,290.92,1.04,N,Nordeste
-13.38389,-45.31805,307.42,0.39,0.36,2026-04-23,429,N,nominal,2.0NRT,289.44,1.54,N,Nordeste
-3.59305,-38.85838,339.09,0.41,0.45,2026-04-23,425,N,nominal,2.0NRT,292.81,2.83,N,Nordeste
-13.38558,-45.32946,302.21,0.39,0.36,2026-04-23,429,N,nominal,2.0NRT,290.31,1.04,N,Nordeste
-13.38614,-45.32584,309.61,0.39,0.36,2026-04-23,429,N,nominal,2.0NRT,290.05,1.04,N,Nordeste
-3.59717,-38.85901,315.85,0.41,0.45,2026-04-23,425,N,nominal,2.0NRT,290.61,2.83,N,Nordeste
-13.38669,-45.32221,304.22,0.39,0.36,2026-04-23,429,N,nominal,2.0NRT,288.41,1.54,N,Nordeste
-2.58196,-51.91955,302.31,0.61,0.54,2026-04-23,427,N,nominal,2.0NRT,282.5,2.37,N,Norte
-14.09772,-47.21007,315.52,0.39,0.36,2026-04-23,429,N,nominal,2.0NRT,291.36,1.13,N,Sudeste
-5.41707,-47.56867,304.99,0.45,0.39,2026-04-23,427,N,nominal,2.0NRT,291.31,1.01,N,Nordeste
-12.30048,-57.17988,302.99,0.47,0.64,2026-04-23,429,N,nominal,2.0NRT,285.42,0.97,N,Norte
-6.04007,-44.23376,322.04,0.39,0.36,2026-04-23,427,N,nominal,2.0NRT,289.77,1.59,N,Nordeste
-12.3064,-57.18106,303.37,0.47,0.64,2026-04-23,429,N,nominal,2.0NRT,285.34,0.97,N,Norte
-8.78681,-44.83239,308.25,0.39,0.36,2026-04-23,427,N,nominal,2.0NRT,290.02,0.76,N,Nordeste
-15.15754,-41.2935,322.23,0.41,0.45,2026-04-23,429,N,nominal,2.0NRT,288.83,2.34,N,Sudeste
-10.00328,-48.67715,308.22,0.46,0.39,2026-04-23,427,N,nominal,2.0NRT,291.71,1.44,N,Norte
-15.15804,-41.28968,303.84,0.41,0.45,2026-04-23,429,N,nominal,2.0NRT,287.96,1.16,N,Sudeste
-10.00823,-48.66952,309.42,0.46,0.39,2026-04-23,427,N,nominal,2.0NRT,291.68,1.13,N,Norte
-13.00332,-55.97717,302.38,0.38,0.59,2026-04-23,429,N,nominal,2.0NRT,286.13,1.49,N,Centro-Oeste
-10.00481,-48.67597,308.07,0.46,0.39,2026-04-23,427,N,nominal,2.0NRT,291.91,1.29,N,Norte
-13.00402,-55.97359,319.26,0.38,0.59,2026-04-23,429,N,nominal,2.0NRT,287.12,1.78,N,Centro-Oeste
-10.00621,-48.66775,306.68,0.46,0.39,2026-04-23,427,N,nominal,2.0NRT,291.8,0.76,N,Norte
-14.90437,-45.17824,304.65,0.4,0.37,2026-04-23,429,N,nominal,2.0NRT,289.11,0.76,N,Sudeste
-11.76337,-43.6437,327.33,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,291.3,2.75,N,Nordeste
-13.00454,-55.977,301.91,0.38,0.59,2026-04-23,429,N,nominal,2.0NRT,285.57,2.17,N,Centro-Oeste
-13.00526,-55.97345,319.12,0.38,0.59,2026-04-23,429,N,nominal,2.0NRT,286.69,2.38,N,Centro-Oeste
-11.76278,-43.64763,313.04,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,290.27,2.75,N,Nordeste
-15.07773,-48.9447,315.62,0.42,0.37,2026-04-23,429,N,nominal,2.0NRT,294.55,2.45,N,Sudeste
-11.76627,-43.64819,336.86,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,291.37,2.75,N,Nordeste
-15.57038,-47.85521,310.82,0.39,0.36,2026-04-23,429,N,nominal,2.0NRT,292.41,1.47,N,Sudeste
-11.76686,-43.64426,335.43,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,292.08,2.75,N,Nordeste
-16.34919,-43.69818,300.16,0.47,0.4,2026-04-23,429,N,nominal,2.0NRT,289.92,0.99,N,Sudeste
-11.76746,-43.64033,303.66,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,290.52,0.85,N,Nordeste
-16.75629,-44.02132,300.26,0.46,0.39,2026-04-23,429,N,nominal,2.0NRT,287.64,0.73,N,Sudeste
-11.76917,-43.65266,328.02,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,291.48,4.13,N,Nordeste
-16.71076,-44.95376,305.84,0.42,0.38,2026-04-23,429,N,nominal,2.0NRT,290.68,0.87,N,Sudeste
-11.77036,-43.64481,353.34,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,293.48,3.59,N,Nordeste
-16.58594,-46.96817,301.78,0.38,0.36,2026-04-23,429,N,nominal,2.0NRT,289.04,0.55,N,Sudeste
-11.77095,-43.64088,338.09,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,291.7,2.42,N,Nordeste
-17.16483,-46.83438,314.95,0.39,0.36,2026-04-23,432,N,nominal,2.0NRT,290.8,2.56,N,Sudeste
-11.76976,-43.64874,305.35,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,291.01,3.59,N,Nordeste
-17.16816,-46.83495,329.3,0.39,0.36,2026-04-23,432,N,nominal,2.0NRT,290.49,2.56,N,Sudeste
-11.77206,-43.65714,341.57,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,293.29,4.13,N,Nordeste
-17.89887,-42.8588,298.53,0.54,0.42,2026-04-23,432,N,nominal,2.0NRT,287.03,0.61,N,Sudeste
-11.77266,-43.65321,327.63,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,291.18,4.13,N,Nordeste
-16.42668,-54.91713,323.09,0.56,0.52,2026-04-23,432,N,nominal,2.0NRT,280.13,2.88,N,Centro-Oeste
-11.77325,-43.64928,318.15,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,290.71,3.59,N,Nordeste
-16.4256,-54.92268,311.57,0.56,0.52,2026-04-23,432,N,nominal,2.0NRT,280.68,2.88,N,Centro-Oeste
-11.77385,-43.64535,313.98,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,290.48,3.59,N,Nordeste
-16.43143,-54.91818,304.44,0.56,0.52,2026-04-23,432,N,nominal,2.0NRT,281.77,1.63,N,Centro-Oeste
-11.77445,-43.64142,303.93,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,289.49,2.42,N,Nordeste
-16.43248,-54.91277,296.27,0.56,0.52,2026-04-23,432,N,nominal,2.0NRT,276.62,1.55,N,Centro-Oeste
-11.77495,-43.66162,322.18,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,290.88,2.37,N,Nordeste
-17.4832,-51.08859,329.21,0.48,0.4,2026-04-23,432,N,nominal,2.0NRT,291.12,2.65,N,Centro-Oeste
-11.77555,-43.65769,347.11,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,292.69,4.99,N,Nordeste
-17.48609,-51.09383,303.41,0.48,0.4,2026-04-23,432,N,nominal,2.0NRT,289.13,2.06,N,Centro-Oeste
-11.77675,-43.64983,300.8,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,289.79,0.51,N,Nordeste
-17.48689,-51.08926,309.36,0.48,0.4,2026-04-23,432,N,nominal,2.0NRT,289.03,2.65,N,Centro-Oeste
-18.48334,-51.68095,301.08,0.5,0.41,2026-04-23,432,N,nominal,2.0NRT,289.12,1.17,N,Centro-Oeste
-11.78154,-43.61834,306.83,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,290.45,3.3,N,Nordeste
-18.49419,-51.66351,305.99,0.5,0.41,2026-04-23,432,N,nominal,2.0NRT,289.77,1.05,N,Centro-Oeste
-11.77785,-43.6661,326.28,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,290.37,2.37,N,Nordeste
-18.49343,-51.66537,303.18,0.5,0.41,2026-04-23,432,N,nominal,2.0NRT,289.14,1.01,N,Centro-Oeste
-11.77845,-43.66216,331.36,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,290.46,2.37,N,Nordeste
-18.26958,-52.88905,305.49,0.39,0.44,2026-04-23,432,N,nominal,2.0NRT,287.1,1.29,N,Centro-Oeste
-11.78504,-43.61888,355.9,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,293.38,3.3,N,Nordeste
-18.27362,-52.88982,316.39,0.39,0.44,2026-04-23,432,N,nominal,2.0NRT,288.14,1.29,N,Centro-Oeste
-11.77904,-43.65824,306.77,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,290.23,4.99,N,Nordeste
-18.27432,-52.88614,300.91,0.39,0.44,2026-04-23,432,N,nominal,2.0NRT,286.5,0.52,N,Centro-Oeste
-11.78444,-43.62281,309.95,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,290.04,3.04,N,Nordeste
-18.27836,-52.8869,325.09,0.39,0.44,2026-04-23,432,N,nominal,2.0NRT,288.57,1.26,N,Centro-Oeste
-11.78563,-43.61494,310.31,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,290.46,3.3,N,Nordeste
-18.28241,-52.88768,298.17,0.39,0.44,2026-04-23,432,N,nominal,2.0NRT,287.25,1.26,N,Centro-Oeste
-11.77559,-43.66055,334.35,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,291.81,3.64,N,Nordeste
-18.28311,-52.88399,306.97,0.39,0.44,2026-04-23,432,N,nominal,2.0NRT,286.5,1.26,N,Centro-Oeste
-11.77618,-43.65662,336.03,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,291.11,2.79,N,Nordeste
-18.28645,-52.88848,314.63,0.39,0.44,2026-04-23,432,N,nominal,2.0NRT,287.63,1.48,N,Centro-Oeste
-18.30191,-52.89538,304.21,0.39,0.44,2026-04-23,432,N,nominal,2.0NRT,287.64,0.68,N,Centro-Oeste
-11.7814,-43.62114,303.68,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,289.47,2.84,N,Nordeste
-18.30998,-52.89703,312.99,0.39,0.44,2026-04-23,432,N,nominal,2.0NRT,287.54,0.92,N,Centro-Oeste
-11.78198,-43.6172,313.96,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,290.67,4.43,N,Nordeste
-18.85781,-50.12346,308.82,0.43,0.38,2026-04-23,432,N,nominal,2.0NRT,291.98,1.17,N,Sudeste
-11.77851,-43.66504,341.84,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,291.8,3.64,N,Nordeste
-18.14062,-54.23632,305.73,0.47,0.48,2026-04-23,432,N,nominal,2.0NRT,291.42,1.03,N,Centro-Oeste
-19.97654,-44.85823,307.79,0.45,0.39,2026-04-23,432,N,nominal,2.0NRT,289.01,0.78,N,Sudeste
-11.7849,-43.62169,331.16,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,290.92,2.84,N,Nordeste
-18.41412,-54.54742,320.09,0.49,0.49,2026-04-23,432,N,nominal,2.0NRT,289.23,2.38,N,Centro-Oeste
-11.78548,-43.61775,349.93,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,293.03,4.43,N,Nordeste
-18.41858,-54.54842,302.4,0.49,0.49,2026-04-23,432,N,nominal,2.0NRT,289.25,0.79,N,Centro-Oeste
-20.14882,-44.87678,319.36,0.45,0.39,2026-04-23,432,N,nominal,2.0NRT,290.4,1.68,N,Sudeste
-11.77909,-43.6611,308.31,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,289.88,3.64,N,Nordeste
-18.49982,-55.50307,303.1,0.56,0.52,2026-04-23,432,N,nominal,2.0NRT,288.97,1.09,N,Centro-Oeste
-18.50562,-55.4988,318.61,0.56,0.52,2026-04-23,432,N,nominal,2.0NRT,289.2,3.18,N,Centro-Oeste
-11.77967,-43.65717,309.04,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,289.96,2.79,N,Nordeste
-18.50531,-55.50019,314.78,0.56,0.51,2026-04-23,432,N,nominal,2.0NRT,289.14,3.33,N,Centro-Oeste
-11.782,-43.66561,330.44,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,291.75,5.98,N,Nordeste
-20.54121,-43.76663,322.67,0.52,0.41,2026-04-23,432,N,nominal,2.0NRT,288.48,5.73,N,Sudeste
-20.57426,-43.974,301.96,0.5,0.41,2026-04-23,432,N,nominal,2.0NRT,288.5,0.76,N,Sudeste
-11.78258,-43.66167,344.11,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,292.46,5.98,N,Nordeste
-20.18938,-46.73645,305.46,0.4,0.37,2026-04-23,432,N,nominal,2.0NRT,288.26,0.58,N,Sudeste
-11.7884,-43.62223,355.58,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,296.2,7.38,N,Nordeste
-20.16089,-46.94839,339.74,0.39,0.36,2026-04-23,432,N,nominal,2.0NRT,290.73,3.03,N,Sudeste
-20.16146,-46.94465,335.34,0.39,0.36,2026-04-23,432,N,nominal,2.0NRT,290.67,3.03,N,Sudeste
-11.78898,-43.61829,339.37,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,292.24,4.31,N,Nordeste
-20.18196,-46.80888,311.79,0.39,0.37,2026-04-23,432,N,nominal,2.0NRT,288.18,0.97,N,Sudeste
-11.78782,-43.62617,304.79,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,290.44,7.38,N,Nordeste
-20.16482,-46.94524,308.89,0.39,0.36,2026-04-23,432,N,nominal,2.0NRT,288.51,3.03,N,Sudeste
-20.19672,-46.73367,313.62,0.4,0.37,2026-04-23,432,N,nominal,2.0NRT,288.19,0.9,N,Sudeste
-11.78957,-43.61435,315.89,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,290.72,4.31,N,Nordeste
-20.2001,-46.73421,322.54,0.4,0.37,2026-04-23,432,N,nominal,2.0NRT,288.28,1.62,N,Sudeste
-11.7919,-43.62278,347.69,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,292.27,7.38,N,Nordeste
-20.1693,-46.93837,302.45,0.39,0.36,2026-04-23,432,N,nominal,2.0NRT,286.63,0.61,N,Sudeste
-33.25734,-60.28634,312.74,0.54,0.51,2026-04-23,436,N,nominal,2.0NRT,286.18,2.14,N,Centro-Oeste
-20.17096,-46.95015,313.32,0.39,0.36,2026-04-23,432,N,nominal,2.0NRT,288.46,1.39,N,Sudeste
-11.79248,-43.61884,348.62,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,293.38,4.31,N,Nordeste
-20.17267,-46.93892,308.74,0.39,0.36,2026-04-23,432,N,nominal,2.0NRT,285.15,0.61,N,Sudeste
-11.79132,-43.62672,318.6,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,291.17,7.38,N,Nordeste
-33.25866,-60.28067,298.81,0.54,0.51,2026-04-23,436,N,nominal,2.0NRT,285.28,1.01,N,Centro-Oeste
-20.20348,-46.73476,312.72,0.4,0.37,2026-04-23,432,N,nominal,2.0NRT,287.43,1.62,N,Sudeste
-11.79307,-43.61489,310.33,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,290.2,4.31,N,Nordeste
-33.3673,-60.15898,324.36,0.53,0.5,2026-04-23,436,N,nominal,2.0NRT,286.76,2.21,N,Centro-Oeste
-20.17376,-46.95443,322.29,0.39,0.36,2026-04-23,432,N,nominal,2.0NRT,286.74,2.39,N,Sudeste
-11.79598,-43.61939,326.27,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,290.85,2.65,N,Nordeste
-20.17603,-46.93943,330.03,0.39,0.36,2026-04-23,432,N,nominal,2.0NRT,288.96,1.81,N,Sudeste
-33.3745,-60.14917,325.44,0.53,0.5,2026-04-23,436,N,nominal,2.0NRT,285.5,3.03,N,Centro-Oeste
-11.7954,-43.62333,302.78,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,290.78,1.04,N,Nordeste
-20.17433,-46.95068,313.4,0.39,0.36,2026-04-23,432,N,nominal,2.0NRT,289.18,0.83,N,Sudeste
-33.37188,-60.16046,300.75,0.53,0.5,2026-04-23,436,N,nominal,2.0NRT,285.06,2.21,N,Centro-Oeste
-11.06155,-49.50237,314.17,0.49,0.4,2026-04-23,429,N,nominal,2.0NRT,293.75,1.53,N,Norte
-20.20571,-46.7429,303.83,0.4,0.37,2026-04-23,432,N,nominal,2.0NRT,287.71,0.71,N,Sudeste
-33.37581,-60.14353,303.1,0.53,0.5,2026-04-23,436,N,nominal,2.0NRT,284.84,1.45,N,Centro-Oeste
-11.05958,-49.49994,311.74,0.48,0.4,2026-04-23,429,N,nominal,2.0NRT,294.06,1.11,N,Norte
-20.20628,-46.73911,317.7,0.4,0.37,2026-04-23,432,N,nominal,2.0NRT,288.09,1.35,N,Sudeste
-11.06328,-49.50057,304.89,0.48,0.4,2026-04-23,429,N,nominal,2.0NRT,293.26,1.11,N,Norte
-20.17941,-46.93993,325.2,0.39,0.36,2026-04-23,432,N,nominal,2.0NRT,289.53,1.81,N,Sudeste
-20.1777,-46.95119,299.53,0.39,0.36,2026-04-23,432,N,nominal,2.0NRT,288.05,0.83,N,Sudeste
-11.97537,-43.84165,315.01,0.42,0.38,2026-04-23,429,N,nominal,2.0NRT,290.89,1.13,N,Nordeste
-20.17827,-46.94742,305.7,0.39,0.36,2026-04-23,432,N,nominal,2.0NRT,286.67,0.83,N,Sudeste
-12.05262,-45.3427,316.96,0.39,0.36,2026-04-23,429,N,nominal,2.0NRT,289.08,1.6,N,Nordeste
-20.17884,-46.94366,318.33,0.39,0.36,2026-04-23,432,N,nominal,2.0NRT,288.0,1.81,N,Sudeste
-12.24091,-44.18782,306.08,0.41,0.37,2026-04-23,429,N,nominal,2.0NRT,290.78,1.41,N,Nordeste
-20.18455,-46.90602,303.84,0.39,0.36,2026-04-23,432,N,nominal,2.0NRT,289.97,0.84,N,Sudeste
-12.24148,-44.18402,307.34,0.41,0.37,2026-04-23,429,N,nominal,2.0NRT,290.21,1.19,N,Nordeste
-20.18567,-46.89857,311.84,0.39,0.36,2026-04-23,432,N,nominal,2.0NRT,290.42,1.04,N,Sudeste
-12.27691,-44.61839,302.25,0.4,0.37,2026-04-23,429,N,nominal,2.0NRT,288.85,1.55,N,Nordeste
-20.18624,-46.89483,314.41,0.39,0.36,2026-04-23,432,N,nominal,2.0NRT,290.24,1.04,N,Sudeste
-12.27974,-44.62261,346.28,0.4,0.37,2026-04-23,429,N,nominal,2.0NRT,292.43,6.08,N,Nordeste
-20.18681,-46.89108,310.88,0.39,0.36,2026-04-23,432,N,nominal,2.0NRT,289.87,1.18,N,Sudeste
-12.28031,-44.61892,325.89,0.4,0.37,2026-04-23,429,N,nominal,2.0NRT,291.06,1.55,N,Nordeste
-20.20852,-46.74726,298.92,0.4,0.37,2026-04-23,432,N,nominal,2.0NRT,287.43,0.71,N,Sudeste
-20.20909,-46.74347,308.08,0.4,0.37,2026-04-23,432,N,nominal,2.0NRT,287.34,0.71,N,Sudeste
-12.28001,-44.62203,342.0,0.4,0.37,2026-04-23,429,N,nominal,2.0NRT,292.6,5.9,N,Nordeste
-20.1879,-46.90662,317.21,0.39,0.36,2026-04-23,432,N,nominal,2.0NRT,290.61,0.99,N,Sudeste
-12.28057,-44.61833,322.05,0.4,0.37,2026-04-23,429,N,nominal,2.0NRT,290.42,1.73,N,Nordeste
-20.19017,-46.89169,308.23,0.39,0.36,2026-04-23,432,N,nominal,2.0NRT,289.69,0.73,N,Sudeste
-12.2834,-44.62255,334.7,0.4,0.37,2026-04-23,429,N,nominal,2.0NRT,291.07,5.9,N,Nordeste
-20.19074,-46.88794,306.91,0.39,0.36,2026-04-23,432,N,nominal,2.0NRT,289.83,0.73,N,Sudeste
-12.28396,-44.61886,314.79,0.4,0.37,2026-04-23,429,N,nominal,2.0NRT,289.34,1.73,N,Nordeste
-20.19071,-46.91084,305.53,0.39,0.36,2026-04-23,432,N,nominal,2.0NRT,290.13,1.13,N,Sudeste
-12.55523,-45.48125,303.71,0.39,0.36,2026-04-23,429,N,nominal,2.0NRT,290.4,1.8,N,Nordeste
-20.19127,-46.90717,310.76,0.39,0.36,2026-04-23,432,N,nominal,2.0NRT,289.9,0.99,N,Sudeste
-12.56635,-45.47574,301.83,0.39,0.36,2026-04-23,429,N,nominal,2.0NRT,290.48,1.64,N,Nordeste
-20.19409,-46.88857,298.75,0.39,0.36,2026-04-23,432,N,nominal,2.0NRT,288.53,0.73,N,Sudeste
-12.56969,-45.47628,303.03,0.39,0.36,2026-04-23,429,N,nominal,2.0NRT,290.85,1.9,N,Nordeste
-20.19466,-46.8848,305.4,0.39,0.36,2026-04-23,432,N,nominal,2.0NRT,289.17,0.58,N,Sudeste
-12.57025,-45.47271,300.51,0.39,0.36,2026-04-23,429,N,nominal,2.0NRT,290.07,1.02,N,Nordeste
-20.19463,-46.90771,327.75,0.39,0.36,2026-04-23,432,N,nominal,2.0NRT,290.57,1.8,N,Sudeste
-12.58082,-45.47075,302.15,0.39,0.36,2026-04-23,429,N,nominal,2.0NRT,290.44,1.53,N,Nordeste
-18.58517,-55.93308,303.03,0.59,0.53,2026-04-23,432,N,nominal,2.0NRT,286.38,1.41,N,Centro-Oeste
-18.58633,-55.9274,301.1,0.59,0.53,2026-04-23,432,N,nominal,2.0NRT,286.32,0.81,N,Centro-Oeste
-12.58204,-45.47479,300.34,0.39,0.36,2026-04-23,429,N,nominal,2.0NRT,290.11,0.72,N,Nordeste
-20.19519,-46.90403,309.54,0.39,0.36,2026-04-23,432,N,nominal,2.0NRT,290.16,1.8,N,Sudeste
-12.58259,-45.47121,302.39,0.39,0.36,2026-04-23,429,N,nominal,2.0NRT,290.18,0.72,N,Nordeste
-20.19745,-46.88912,311.08,0.39,0.36,2026-04-23,432,N,nominal,2.0NRT,289.52,0.97,N,Sudeste
-12.58314,-45.46764,305.93,0.39,0.36,2026-04-23,429,N,nominal,2.0NRT,289.94,0.69,N,Nordeste
-20.19803,-46.88535,308.22,0.39,0.36,2026-04-23,432,N,nominal,2.0NRT,289.02,0.65,N,Sudeste
-12.58538,-45.47532,299.51,0.39,0.36,2026-04-23,429,N,nominal,2.0NRT,289.24,0.72,N,Nordeste
-20.19856,-46.90455,329.94,0.39,0.36,2026-04-23,432,N,nominal,2.0NRT,290.92,1.8,N,Sudeste
-12.58593,-45.47175,312.77,0.39,0.36,2026-04-23,429,N,nominal,2.0NRT,290.7,0.72,N,Nordeste
-20.19913,-46.90082,351.0,0.39,0.36,2026-04-23,432,N,nominal,2.0NRT,292.23,4.21,N,Sudeste
-12.58648,-45.46818,300.75,0.39,0.36,2026-04-23,429,N,nominal,2.0NRT,290.45,0.69,N,Nordeste
-20.198,-46.90825,313.64,0.39,0.36,2026-04-23,432,N,nominal,2.0NRT,289.97,1.8,N,Sudeste
-20.1997,-46.89707,313.39,0.39,0.36,2026-04-23,432,N,nominal,2.0NRT,290.01,4.21,N,Sudeste
-12.85197,-43.77685,307.55,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,290.93,0.95,N,Nordeste
-20.20027,-46.89333,308.78,0.39,0.36,2026-04-23,432,N,nominal,2.0NRT,289.82,0.97,N,Sudeste
-12.01031,-49.27819,310.51,0.46,0.39,2026-04-23,429,N,nominal,2.0NRT,293.83,1.46,N,Norte
-20.20193,-46.90506,345.0,0.39,0.36,2026-04-23,432,N,nominal,2.0NRT,292.92,13.02,N,Sudeste
-13.02751,-43.58862,320.05,0.44,0.38,2026-04-23,429,N,nominal,2.0NRT,291.24,2.12,N,Nordeste
-20.20251,-46.90131,338.3,0.39,0.36,2026-04-23,432,N,nominal,2.0NRT,292.5,4.91,N,Sudeste
-12.09262,-51.22774,304.03,0.39,0.44,2026-04-23,429,N,nominal,2.0NRT,292.16,0.92,N,Norte
-20.20308,-46.89753,319.36,0.39,0.36,2026-04-23,432,N,nominal,2.0NRT,289.72,4.91,N,Sudeste
-20.23195,-46.79815,327.88,0.39,0.37,2026-04-23,432,N,nominal,2.0NRT,290.27,1.91,N,Sudeste
-13.44085,-44.0495,304.65,0.43,0.38,2026-04-23,429,N,nominal,2.0NRT,292.06,0.77,N,Nordeste
-20.23252,-46.79442,320.46,0.39,0.37,2026-04-23,432,N,nominal,2.0NRT,290.06,1.91,N,Sudeste
-20.23308,-46.7907,330.0,0.39,0.37,2026-04-23,432,N,nominal,2.0NRT,290.01,2.29,N,Sudeste
-20.23654,-46.76783,309.14,0.4,0.37,2026-04-23,432,N,nominal,2.0NRT,289.0,1.19,N,Sudeste
-20.23589,-46.79501,321.2,0.39,0.37,2026-04-23,432,N,nominal,2.0NRT,289.98,1.91,N,Sudeste
-20.23932,-46.7723,321.92,0.4,0.37,2026-04-23,432,N,nominal,2.0NRT,289.0,1.61,N,Sudeste
-20.23477,-46.80241,308.98,0.39,0.37,2026-04-23,432,N,nominal,2.0NRT,290.62,1.1,N,Sudeste
-20.23533,-46.79871,310.94,0.39,0.37,2026-04-23,432,N,nominal,2.0NRT,290.75,1.91,N,Sudeste
-20.23992,-46.76839,317.46,0.4,0.37,2026-04-23,432,N,nominal,2.0NRT,288.83,1.19,N,Sudeste
-20.23815,-46.80291,335.0,0.39,0.37,2026-04-23,432,N,nominal,2.0NRT,291.45,2.21,N,Sudeste
-20.24211,-46.77673,321.09,0.4,0.37,2026-04-23,432,N,nominal,2.0NRT,289.03,1.67,N,Sudeste
-20.23758,-46.80666,305.62,0.39,0.37,2026-04-23,432,N,nominal,2.0NRT,290.49,2.21,N,Sudeste
-20.2387,-46.79922,310.92,0.39,0.37,2026-04-23,432,N,nominal,2.0NRT,290.08,0.98,N,Sudeste
-20.2449,-46.78112,337.07,0.39,0.37,2026-04-23,432,N,nominal,2.0NRT,289.61,3.8,N,Sudeste
-20.24209,-46.79972,308.72,0.39,0.37,2026-04-23,432,N,nominal,2.0NRT,290.13,0.98,N,Sudeste
-20.24265,-46.79603,308.04,0.39,0.37,2026-04-23,432,N,nominal,2.0NRT,290.0,0.98,N,Sudeste
-20.24772,-46.78534,305.77,0.39,0.37,2026-04-23,432,N,nominal,2.0NRT,289.47,0.77,N,Sudeste
-20.24829,-46.7816,304.83,0.39,0.37,2026-04-23,432,N,nominal,2.0NRT,288.3,0.77,N,Sudeste
-19.90872,-49.88279,320.35,0.41,0.37,2026-04-23,432,N,nominal,2.0NRT,291.18,1.63,N,Sudeste
-19.6879,-51.34005,312.61,0.47,0.39,2026-04-23,432,N,nominal,2.0NRT,290.12,1.73,N,Centro-Oeste
